STUDENT,SCHOOL,CITY,GROUP,SUBJECT,SCORE,STARTDATE,ENDDATE,DURATION,ACTIVITYID
CFE06C76,88764ACD,New York,0473C1B5,Matemáticas,8.4,15:38.9,14:44.7,6813,218651
BE725B50,AA4FA83F,Bogota,6F2C41C2,Español,5.6,13:12.2,45:43.3,3520,223997
B71ECB35,AA4FA83F,Bogota,EF42BB85,Español,6.8,41:50.7,19:42.2,2195,218926
65744637,88764ACD,New York,3FE2CA85,Matemáticas,7.8,25:38.2,18:29.5,6737,223311
DBF7F6F0,88764ACD,New York,EC79E721,Matemáticas,6.2,15:53.2,54:58.4,2320,222666
D7ECEE9C,88764ACD,New York,0473C1B5,Español,5.8,16:30.2,53:19.6,2188,222628
91ECFC52,AA4FA83F,Bogota,EF42BB85,Matemáticas,9.2,00:07.4,01:21.1,7017,214734
CA8124C2,AA4FA83F,Bogota,6F2C41C2,Español,7.8,10:05.8,35:05.7,8580,225213
9FF523EC,AA4FA83F,Bogota,22A42343,Matemáticas,8.2,29:41.0,31:20.7,11363,221921
6B450C20,AA4FA83F,Bogota,09B99CB0,Español,7.4,09:40.3,59:43.2,6565,220805
A29190F2,AA4FA83F,Bogota,6F2C41C2,Matemáticas,5.8,03:08.5,05:12.9,3695,221036
55A98065,AA4FA83F,Bogota,22A42343,Matemáticas,9.4,14:44.3,41:23.1,8753,223885
6AB1EC3E,88764ACD,New York,B3CCC0BD,Matemáticas,1.6,47:53.0,44:17.1,1254,213671
765CBE11,AA4FA83F,Bogota,6F2C41C2,Español,7,04:53.3,43:17.0,5836,222315
EB80925C,AA4FA83F,Bogota,6F2C41C2,Español,7.2,23:12.6,38:12.2,4464,210383
FFC5BE12,64724FB2,San Juan,1066A680,Matemáticas,2.4,37:01.7,18:20.0,505,224781
5E61D76F,AA4FA83F,Bogota,EF42BB85,Español,5.8,32:16.9,01:42.2,1638,226051
19E3526D,AA4FA83F,Bogota,EF42BB85,Español,6.4,16:25.1,03:27.3,2791,222872
389D4C26,AA4FA83F,Bogota,09B99CB0,Español,7.8,01:38.7,45:32.9,5889,223989
DB2AF91A,88764ACD,New York,3FE2CA85,Español,7.2,48:09.2,37:18.0,2914,216658
1398F122,AA4FA83F,Bogota,09B99CB0,Español,7.8,11:38.2,05:09.1,6650,222928
CC345BB2,88764ACD,New York,F6F43129,Español,3,32:39.6,51:53.2,997,220460
CB556D74,AA4FA83F,Bogota,EF42BB85,Matemáticas,6.6,04:42.6,28:55.0,3962,212871
736DE8A3,AA4FA83F,Bogota,09B99CB0,Matemáticas,3.6,21:00.9,47:19.2,4615,213834
CAE58A60,64724FB2,San Juan,B7EF7B30,Matemáticas,3,39:55.4,24:27.4,2628,223456
8F5B4FF5,AA4FA83F,Bogota,6F2C41C2,Español,5,43:43.4,20:07.1,2167,224828
F186E671,AA4FA83F,Bogota,6F2C41C2,Matemáticas,7.6,54:48.3,41:46.2,6355,213538
66614F10,AA4FA83F,Bogota,6F2C41C2,Español,8.6,20:23.4,35:44.1,7894,216571
D6B3F4CE,AA4FA83F,Bogota,6F2C41C2,Matemáticas,6.8,30:40.1,14:00.5,4865,212293
D23975E2,AA4FA83F,Bogota,EF42BB85,Matemáticas,7.4,33:48.0,32:12.8,3467,219570
BB8F91DB,88764ACD,New York,34146755,Español,6.2,12:48.8,09:06.5,3359,218356
5FD5A4CD,AA4FA83F,Bogota,6F2C41C2,Matemáticas,6.2,07:23.3,36:32.7,8865,225261
98842924,64724FB2,San Juan,231D39D9,Matemáticas,8.8,14:05.7,07:16.1,6763,221096
E3CBB28C,88764ACD,New York,B3CCC0BD,Español,6.2,20:23.7,56:28.2,5611,224262
19E3526D,AA4FA83F,Bogota,EF42BB85,Matemáticas,3.2,04:13.9,43:47.1,2352,223943
014469C4,AA4FA83F,Bogota,22A42343,Matemáticas,7.4,27:36.0,19:50.5,3119,228716
8EA95409,AA4FA83F,Bogota,6F2C41C2,Matemáticas,8.8,27:46.4,48:11.7,14067,222470
39BC78E3,AA4FA83F,Bogota,EF42BB85,Matemáticas,3,45:22.8,49:52.6,3467,222527
2F786C52,AA4FA83F,Bogota,6F2C41C2,Español,2.6,28:09.7,47:37.2,1138,225551
69FF3FFA,64724FB2,San Juan,1066A680,Español,4,13:10.0,34:10.9,1216,222027
D665D163,AA4FA83F,Bogota,09B99CB0,Español,7,15:52.8,04:45.0,6038,221022
CAE58A60,64724FB2,San Juan,B7EF7B30,Español,3.2,25:25.0,51:17.7,1475,224149
ED673590,88764ACD,New York,0473C1B5,Español,7.2,14:25.6,04:19.9,2953,214910
C698C47C,88764ACD,New York,4F55D542,Matemáticas,7.6,04:32.2,11:56.8,4025,223109
6CE1447E,AA4FA83F,Bogota,09B99CB0,Matemáticas,7,56:52.9,55:24.7,6881,214341
85696BC8,AA4FA83F,Bogota,22A42343,Matemáticas,6.4,04:29.8,09:42.3,7445,215220
4CA9F49A,88764ACD,New York,0473C1B5,Matemáticas,7,08:42.9,38:48.0,8930,216720
25FE46ED,88764ACD,New York,EC79E721,Matemáticas,6.2,13:17.2,04:47.4,6652,214947
A5CDC876,64724FB2,San Juan,B7EF7B30,Español,4.2,28:41.0,58:53.4,1793,225928
B7D8BD94,AA4FA83F,Bogota,22A42343,Matemáticas,2,06:26.4,24:27.4,464,228450
64EAC772,88764ACD,New York,D5461E0A,Español,7.2,23:31.4,36:31.9,4354,219757
FB9ACD59,AA4FA83F,Bogota,EF42BB85,Matemáticas,8.6,38:29.1,20:48.7,1661,224849
CE26B11D,88764ACD,New York,CAC948EE,Matemáticas,3.2,52:39.5,59:01.3,622,228857
D665D163,AA4FA83F,Bogota,09B99CB0,Matemáticas,7.6,52:26.8,53:34.2,7209,214219
50BCFA3D,AA4FA83F,Bogota,22A42343,Matemáticas,5.2,04:39.9,36:18.3,9022,216601
04939C38,88764ACD,New York,B3CCC0BD,Español,8.6,17:34.9,43:36.6,4556,220098
7AB7183A,88764ACD,New York,0473C1B5,Español,5.8,05:39.8,12:59.8,3991,218541
8A0C7B16,88764ACD,New York,0473C1B5,Español,6.4,56:18.3,05:16.6,4090,218156
8CF292CF,AA4FA83F,Bogota,6F2C41C2,Matemáticas,8.8,33:49.9,55:32.8,15139,224239
04939C38,88764ACD,New York,B3CCC0BD,Matemáticas,8.6,00:28.8,16:46.1,8043,215569
10AAC6EF,88764ACD,New York,0473C1B5,Español,5.2,28:10.9,59:19.1,1852,220786
517885BF,AA4FA83F,Bogota,6F2C41C2,Matemáticas,9,32:17.0,56:35.7,1430,225831
6A661367,88764ACD,New York,F6F43129,Español,5.6,13:39.8,18:11.5,3830,218850
4CA9F49A,88764ACD,New York,0473C1B5,Español,7,23:39.9,03:28.1,5912,222873
6CE2B52D,88764ACD,New York,B3CCC0BD,Español,7.8,30:16.6,22:35.3,3092,219061
A931F634,88764ACD,New York,4F55D542,Matemáticas,9,44:08.7,25:29.1,6019,216031
0EC5FA94,AA4FA83F,Bogota,09B99CB0,Matemáticas,7.8,05:55.8,10:07.2,5083,221199
D6C67C80,AA4FA83F,Bogota,EF42BB85,Español,3,31:00.6,36:44.0,306,225270
765CBE11,AA4FA83F,Bogota,6F2C41C2,Matemáticas,8.4,53:02.0,53:42.0,7177,217550
FDC8E9B7,88764ACD,New York,F6F43129,Matemáticas,5,07:37.4,04:19.3,4898,221005
95AF1CCD,AA4FA83F,Bogota,09B99CB0,Español,8.6,09:25.8,11:13.1,3686,218459
EC620B30,88764ACD,New York,0473C1B5,Matemáticas,4.4,20:00.4,08:07.7,2857,215137
CC345BB2,88764ACD,New York,F6F43129,Matemáticas,4.2,43:52.5,31:35.4,2776,219537
A8C20A8D,AA4FA83F,Bogota,6F2C41C2,Español,5.6,48:33.8,36:14.2,1953,223734
BFA3C0D7,AA4FA83F,Bogota,EF42BB85,Español,5.4,45:45.3,40:03.4,3066,225352
EFCB9E3B,AA4FA83F,Bogota,6F2C41C2,Español,6.6,17:41.3,49:31.9,5427,213979
7304B1BF,88764ACD,New York,F6F43129,Matemáticas,3.4,52:28.2,35:05.3,6133,225212
1398F122,AA4FA83F,Bogota,09B99CB0,Matemáticas,8.8,14:47.1,07:35.5,6668,218286
30494ABB,88764ACD,New York,0473C1B5,Español,5.4,37:13.9,29:03.4,3075,221854
A7F2B4C5,AA4FA83F,Bogota,09B99CB0,Español,5.4,37:11.3,27:53.9,2909,221820
B1F6ABBE,88764ACD,New York,4F55D542,Español,7.2,29:15.5,12:50.1,6195,221296
07AC0F72,AA4FA83F,Bogota,22A42343,Matemáticas,4.8,41:26.0,51:56.0,4187,225679
0EC5FA94,AA4FA83F,Bogota,09B99CB0,Español,7.4,31:04.6,03:26.5,5511,214858
8036DDD2,AA4FA83F,Bogota,09B99CB0,Matemáticas,5.8,52:21.1,18:13.2,1187,224777
D8608BBE,88764ACD,New York,0473C1B5,Español,4.8,10:10.5,21:02.9,623,223370
F8018A22,88764ACD,New York,0473C1B5,Español,5.2,35:36.3,31:05.8,3295,219516
CD21A52E,AA4FA83F,Bogota,22A42343,Matemáticas,3.8,13:07.7,05:40.3,3007,215000
23FD29EA,AA4FA83F,Bogota,6F2C41C2,Español,7.6,57:47.6,43:28.7,6301,213629
01596D5D,AA4FA83F,Bogota,EF42BB85,Matemáticas,2.4,19:10.5,34:53.7,3329,216527
58D57FD0,88764ACD,New York,0473C1B5,Matemáticas,9.2,54:28.8,58:19.5,7359,217802
A5F65C6B,88764ACD,New York,3FE2CA85,Español,8.8,12:19.9,32:10.7,4721,219569
4588F99A,88764ACD,New York,F6F43129,Matemáticas,3.4,51:36.6,35:59.7,6150,225243
3F0D3740,AA4FA83F,Bogota,6F2C41C2,Matemáticas,8.2,22:39.0,44:20.3,11098,220124
CD21A52E,AA4FA83F,Bogota,22A42343,Español,6.8,12:00.9,08:38.2,3226,212137
DAF3536F,AA4FA83F,Bogota,EF42BB85,Matemáticas,9,26:09.2,04:50.4,9440,222916
C62CFDA5,AA4FA83F,Bogota,22A42343,Matemáticas,7,44:52.3,55:08.8,3474,225779
3493AFED,AA4FA83F,Bogota,22A42343,Matemáticas,9.2,16:59.4,09:32.8,3090,224594
6A36EBD6,88764ACD,New York,34146755,Matemáticas,6.8,02:00.5,51:54.7,6243,220462
95AF1CCD,AA4FA83F,Bogota,09B99CB0,Matemáticas,8.6,51:37.2,06:56.4,8097,215066
096A4A08,88764ACD,New York,0473C1B5,Español,3.4,44:38.3,52:43.3,469,220500
2762A782,AA4FA83F,Bogota,09B99CB0,Español,7.4,47:15.8,29:55.5,5830,221875
B7DC0320,AA4FA83F,Bogota,09B99CB0,Español,5.6,56:53.3,05:39.0,3634,218186
968F8AC9,64724FB2,San Juan,B7EF7B30,Matemáticas,3.8,28:44.7,22:17.1,3185,215851
8B04ADED,88764ACD,New York,D5461E0A,Matemáticas,6.8,22:13.6,04:30.9,6059,214927
3CEE9E74,AA4FA83F,Bogota,22A42343,Español,4.8,16:35.4,02:45.1,5915,220942
1027E36F,AA4FA83F,Bogota,EF42BB85,Matemáticas,6.2,02:36.4,06:26.9,7380,218222
C9B72B16,AA4FA83F,Bogota,EF42BB85,Español,4.8,15:26.3,53:26.9,2256,214206
4F6A174E,AA4FA83F,Bogota,6F2C41C2,Español,6.4,02:13.2,22:15.3,4744,212612
4D588BD9,AA4FA83F,Bogota,09B99CB0,Matemáticas,4,08:52.6,00:06.2,9982,222788
A21ADFCE,88764ACD,New York,3FE2CA85,Matemáticas,5.8,23:33.8,55:20.1,5481,222675
A7F2B4C5,AA4FA83F,Bogota,09B99CB0,Matemáticas,5,28:21.5,15:27.5,2438,223218
11518391,88764ACD,New York,0473C1B5,Matemáticas,5.4,23:06.8,53:47.2,5378,214236
CC562D9B,AA4FA83F,Bogota,22A42343,Matemáticas,4.8,15:57.8,35:13.8,4724,213205
B42A14AC,5A970638,México,58E5776A,Matemáticas,NULL,22:22.8,NULL,NULL,NULL
6601EA12,AA4FA83F,Bogota,6F2C41C2,Matemáticas,6.6,11:45.8,55:15.4,6155,217624
5DE382DD,AA4FA83F,Bogota,6F2C41C2,Matemáticas,9.4,04:38.0,23:46.6,4718,224933
03C9FA0D,88764ACD,New York,61987CF2,Español,3.4,58:16.4,32:57.9,2069,213079
3493AFED,AA4FA83F,Bogota,22A42343,Español,8.2,13:59.8,14:36.4,3579,223187
9FF523EC,AA4FA83F,Bogota,22A42343,Español,6.6,33:35.4,22:33.0,4488,226256
10A6EBD6,AA4FA83F,Bogota,22A42343,Matemáticas,4.2,30:01.1,03:20.2,5553,214855
DB2AF91A,88764ACD,New York,3FE2CA85,Matemáticas,5.2,42:23.6,49:46.3,3972,220374
55B2B6E2,AA4FA83F,Bogota,09B99CB0,Matemáticas,8.4,34:38.0,52:01.3,8113,222586
061A6D62,AA4FA83F,Bogota,6F2C41C2,Matemáticas,6.2,17:27.2,18:00.3,3395,215647
D3FDB082,AA4FA83F,Bogota,09B99CB0,Español,7,08:06.6,39:26.8,8798,216753
7AFE7F8B,88764ACD,New York,3FE2CA85,Español,7.8,41:20.0,48:50.9,3998,213938
BDD17F5E,AA4FA83F,Bogota,6F2C41C2,Matemáticas,7.2,12:16.8,34:17.5,4837,216495
1BAFA93F,AA4FA83F,Bogota,22A42343,Matemáticas,9.6,48:22.7,18:38.4,8897,215676
CEBCE6FA,88764ACD,New York,3FE2CA85,Matemáticas,7,47:11.6,31:20.6,6108,223625
4776FFBD,AA4FA83F,Bogota,09B99CB0,Español,8.8,41:38.1,41:07.5,6980,219984
3C73FBC7,88764ACD,New York,4F55D542,Matemáticas,6.2,59:44.1,02:55.2,3763,218026
9806C717,AA4FA83F,Bogota,09B99CB0,Español,7.4,03:26.5,30:32.2,5198,216277
EB864F18,AA4FA83F,Bogota,09B99CB0,Matemáticas,8.2,19:12.9,41:51.2,8435,220018
35337DD5,88764ACD,New York,0473C1B5,Español,5,09:46.6,57:07.9,2770,214458
06AE69B7,64724FB2,San Juan,B7EF7B30,Español,6.6,57:33.8,50:49.8,3175,222557
517885BF,AA4FA83F,Bogota,6F2C41C2,Español,7.6,41:45.7,49:48.5,7220,217303
FB9ACD59,AA4FA83F,Bogota,EF42BB85,Español,8.6,52:22.4,04:56.7,5293,218136
5FEBA65F,AA4FA83F,Bogota,EF42BB85,Español,4.8,13:32.0,41:33.7,5208,223892
05F2B089,AA4FA83F,Bogota,09B99CB0,Español,7.4,53:26.5,48:26.3,6831,213904
CA959FF3,88764ACD,New York,7379CE0E,Español,8,12:44.8,26:20.5,4276,219248
D1781B3E,AA4FA83F,Bogota,09B99CB0,Matemáticas,3.2,22:50.4,42:14.1,4713,213569
2FFA90C6,AA4FA83F,Bogota,6F2C41C2,Matemáticas,5.6,21:35.9,04:59.7,5716,214957
9C6B0D44,88764ACD,New York,CAC948EE,Español,5,30:32.9,40:49.8,7767,216827
1BAFA93F,AA4FA83F,Bogota,22A42343,Español,8.8,23:34.4,25:54.3,6905,221747
CB556D74,AA4FA83F,Bogota,EF42BB85,Español,5,37:59.1,27:20.4,2844,216115
32BB6780,64724FB2,San Juan,1066A680,Español,7.4,07:32.5,25:27.0,4548,224982
3BC3E70D,88764ACD,New York,EC79E721,Español,4,51:41.3,02:32.9,598,224408
092BE12F,AA4FA83F,Bogota,6F2C41C2,Matemáticas,7.4,17:28.0,30:01.9,4035,216233
8FC810AB,88764ACD,New York,34146755,Matemáticas,8.8,45:44.3,24:27.2,5844,219163
FFC5BE12,64724FB2,San Juan,1066A680,Español,NULL,33:15.3,NULL,NULL,NULL
9C6B0D44,88764ACD,New York,CAC948EE,Matemáticas,4.6,44:30.6,36:00.7,6650,222077
5BABD8C3,88764ACD,New York,0473C1B5,Matemáticas,4.8,06:44.5,41:43.0,2023,213530
16EC6CC5,88764ACD,New York,0473C1B5,Español,5.4,54:43.2,47:12.5,3138,217171
A8C20A8D,AA4FA83F,Bogota,6F2C41C2,Matemáticas,6,11:26.4,47:12.8,5686,217172
092BE12F,AA4FA83F,Bogota,6F2C41C2,Español,7.4,32:45.3,09:18.5,5435,221167
0726C0F9,88764ACD,New York,D5461E0A,Español,7.4,44:41.9,09:48.0,5066,212174
96BE81E8,88764ACD,New York,89852FAC,Matemáticas,2.8,07:29.0,23:17.6,4490,212644
96BE81E8,88764ACD,New York,89852FAC,Español,6.8,27:44.4,38:17.9,3924,216693
2129AB2D,AA4FA83F,Bogota,6F2C41C2,Español,7.2,36:10.8,13:10.1,5769,223138
39BC78E3,AA4FA83F,Bogota,EF42BB85,Español,4,58:46.4,38:41.8,2038,223803
88154BB2,AA4FA83F,Bogota,22A42343,Español,6.4,30:50.1,41:10.1,3285,223880
91B770E4,88764ACD,New York,61987CF2,Matemáticas,4.8,49:00.8,09:23.2,6051,218370
C019DC64,AA4FA83F,Bogota,22A42343,Matemáticas,7.4,10:16.3,46:29.5,5503,217142
2F786C52,AA4FA83F,Bogota,6F2C41C2,Matemáticas,2.8,48:17.8,59:50.5,658,225990
91ECFC52,AA4FA83F,Bogota,EF42BB85,Español,7.2,04:22.8,40:35.1,4167,223864
43DDC589,AA4FA83F,Bogota,6F2C41C2,Español,3.8,29:56.4,12:47.1,2505,218535
8B04ADED,88764ACD,New York,D5461E0A,Español,8,04:49.4,25:25.8,4790,219208
8F694A12,88764ACD,New York,61987CF2,Matemáticas,2.6,00:08.2,28:34.8,1445,210373
53726734,64724FB2,San Juan,B7EF7B30,Español,7.4,00:13.1,14:03.7,4398,224696
86E64EBC,AA4FA83F,Bogota,09B99CB0,Español,4.2,14:38.3,43:24.8,1707,216961
7AB7183A,88764ACD,New York,0473C1B5,Matemáticas,8.4,38:55.7,16:14.3,5745,223246
D54AF2A6,AA4FA83F,Bogota,22A42343,Matemáticas,4,57:23.0,15:20.1,4634,215513
EC620B30,88764ACD,New York,0473C1B5,Español,4.4,35:29.9,27:02.8,3050,219295
D7ECEE9C,88764ACD,New York,0473C1B5,Matemáticas,4.2,27:54.6,15:53.0,2765,221386
A82F8E23,AA4FA83F,Bogota,22A42343,Español,7.8,11:48.5,25:02.3,766,224970
0A1CF942,AA4FA83F,Bogota,6F2C41C2,Español,9.2,58:12.9,24:01.4,4665,223448
24414456,AA4FA83F,Bogota,EF42BB85,Matemáticas,5.6,20:53.6,20:38.0,10757,228607
B1F6ABBE,88764ACD,New York,4F55D542,Matemáticas,5,28:00.9,27:46.6,7145,216140
C7FDED8E,AA4FA83F,Bogota,6F2C41C2,Matemáticas,9.2,37:58.3,02:48.3,5009,214814
9E7170B8,AA4FA83F,Bogota,EF42BB85,Español,5.8,43:53.3,57:06.7,771,225846
6725EBE3,88764ACD,New York,3FE2CA85,Matemáticas,8.8,46:03.6,55:42.3,6406,220634
389D4C26,AA4FA83F,Bogota,09B99CB0,Matemáticas,8,47:24.4,28:17.9,8316,219366
CCA42FEE,AA4FA83F,Bogota,EF42BB85,Matemáticas,4.2,38:29.9,25:05.0,2770,223470
23611255,88764ACD,New York,3FE2CA85,Español,9,25:15.2,41:40.7,4565,222261
101BEAE7,AA4FA83F,Bogota,22A42343,Español,8.8,26:01.7,24:50.9,6872,215999
5389FC82,AA4FA83F,Bogota,EF42BB85,Matemáticas,2.8,35:58.5,27:28.8,3061,212803
7AFE7F8B,88764ACD,New York,3FE2CA85,Matemáticas,9.2,49:55.4,22:35.2,8919,221623
A47802E5,88764ACD,New York,0473C1B5,Español,6.8,26:13.7,28:32.9,7073,221843
CA959FF3,88764ACD,New York,7379CE0E,Matemáticas,6,48:15.1,12:19.7,4971,215348
D5EBFC4B,88764ACD,New York,61987CF2,Matemáticas,6.4,27:53.4,16:21.6,2683,221407
9593F1EC,88764ACD,New York,34146755,Español,5.4,06:59.6,05:59.2,3482,218205
B629ABF8,AA4FA83F,Bogota,22A42343,Matemáticas,6.6,04:39.9,07:51.1,7312,215118
5EEE1EB7,AA4FA83F,Bogota,EF42BB85,Matemáticas,5.8,25:53.1,08:23.1,9674,224551
10AAC6EF,88764ACD,New York,0473C1B5,Matemáticas,4.6,30:47.7,26:02.5,3283,219233
6A8557C6,88764ACD,New York,61987CF2,Español,6,31:21.2,38:05.1,3728,213347
60271049,88764ACD,New York,0473C1B5,Matemáticas,6.6,10:54.4,54:56.6,5541,214309
E4B17B23,AA4FA83F,Bogota,09B99CB0,Español,3.2,09:28.7,23:05.2,804,211503
3AC152D1,AA4FA83F,Bogota,22A42343,Español,8.6,43:39.5,31:20.5,3903,219530
6A36EBD6,88764ACD,New York,34146755,Español,6.8,04:34.6,35:19.4,5427,213212
F2697DD9,AA4FA83F,Bogota,09B99CB0,Español,5.4,22:37.5,25:38.2,3737,212734
35337DD5,88764ACD,New York,0473C1B5,Matemáticas,2.8,01:34.9,09:21.6,4019,212158
D1781B3E,AA4FA83F,Bogota,09B99CB0,Español,3.4,43:20.1,54:55.4,653,214307
65744637,88764ACD,New York,3FE2CA85,Español,7.6,05:49.4,22:57.6,4603,219079
E4BFA573,88764ACD,New York,34146755,Matemáticas,3.8,47:53.8,51:55.7,3732,220463
B71ECB35,AA4FA83F,Bogota,EF42BB85,Matemáticas,4.6,47:51.2,35:25.9,6357,216555
ED673590,88764ACD,New York,0473C1B5,Matemáticas,3.2,08:50.9,14:03.4,3878,212294
6C8FEF20,AA4FA83F,Bogota,EF42BB85,Matemáticas,8.2,00:28.9,17:02.6,7916,215587
F5F19C08,88764ACD,New York,D5461E0A,Español,7.2,03:43.2,11:21.4,4013,212218
4FF9B8BC,AA4FA83F,Bogota,09B99CB0,Español,6.4,01:28.8,59:36.6,3015,214621
F547B6D1,88764ACD,New York,7379CE0E,Matemáticas,6.2,59:42.1,47:25.5,2830,228064
58D57FD0,88764ACD,New York,0473C1B5,Español,7,24:15.6,05:18.9,4461,226109
8F694A12,88764ACD,New York,61987CF2,Español,3.2,28:55.2,42:03.2,685,210390
EF3C5B4A,88764ACD,New York,4F55D542,Matemáticas,7.4,48:18.7,39:57.3,2662,222206
2EB272A1,AA4FA83F,Bogota,22A42343,Español,6,43:46.4,33:27.8,2943,225167
6C8FEF20,AA4FA83F,Bogota,EF42BB85,Español,7.4,46:25.6,18:44.8,5437,221493
A5F65C6B,88764ACD,New York,3FE2CA85,Matemáticas,8.8,02:42.9,44:40.7,6084,213691
17DE216E,88764ACD,New York,F6F43129,Español,4.8,37:42.5,54:30.8,2687,217584
5ED76D96,88764ACD,New York,0473C1B5,Español,7,37:37.0,31:56.7,2442,225126
F412920C,AA4FA83F,Bogota,6F2C41C2,Español,9.4,04:26.0,13:37.5,3987,221314
F547B6D1,88764ACD,New York,7379CE0E,Español,7.6,35:48.5,59:02.3,4434,228023
D9943EE3,88764ACD,New York,D5461E0A,Matemáticas,6,02:45.7,42:36.0,5854,213591
4E7C112B,88764ACD,New York,0473C1B5,Español,6.2,25:02.4,55:50.2,1801,217661
BD94AFE3,88764ACD,New York,0473C1B5,Español,6,48:41.2,26:44.6,2271,223511
EB80925C,AA4FA83F,Bogota,6F2C41C2,Matemáticas,5.8,02:03.7,20:19.6,7068,215762
5ED76D96,88764ACD,New York,0473C1B5,Matemáticas,4.6,33:26.4,46:22.7,3347,226367
7D5814A8,AA4FA83F,Bogota,6F2C41C2,Español,5.6,11:19.2,00:07.5,3688,226005
0DE6FE19,AA4FA83F,Bogota,6F2C41C2,Matemáticas,7,13:39.4,23:51.3,9584,219131
16EC6CC5,88764ACD,New York,0473C1B5,Matemáticas,5.4,11:02.7,49:17.8,5853,213964
C7FDED8E,AA4FA83F,Bogota,6F2C41C2,Español,7.8,07:47.8,51:38.1,6178,220447
B4A0ADA9,AA4FA83F,Bogota,09B99CB0,Matemáticas,9,56:16.6,14:01.2,10814,218610
D55D8690,AA4FA83F,Bogota,09B99CB0,Matemáticas,7.6,22:16.0,28:04.6,7506,219352
2309D894,88764ACD,New York,0473C1B5,Español,4.8,12:53.8,35:56.5,1239,219723
A29190F2,AA4FA83F,Bogota,6F2C41C2,Español,4,05:46.7,32:18.5,1490,221959
4F6A174E,AA4FA83F,Bogota,6F2C41C2,Matemáticas,5.6,23:00.3,40:51.1,4636,216828
5DE382DD,AA4FA83F,Bogota,6F2C41C2,Español,9.2,24:17.0,09:31.1,2699,226154
8CCEF75A,AA4FA83F,Bogota,6F2C41C2,Matemáticas,8,47:25.7,44:36.2,6780,225469
69FE0F59,AA4FA83F,Bogota,EF42BB85,Español,8.6,37:11.2,46:18.2,3902,224024
8EA95409,AA4FA83F,Bogota,6F2C41C2,Español,7.8,02:34.1,36:26.9,5607,225255
8881B434,88764ACD,New York,EC79E721,Matemáticas,6.6,09:44.6,11:38.2,10861,218471
09EA2957,AA4FA83F,Bogota,6F2C41C2,Matemáticas,5.2,57:22.2,41:57.8,9686,216877
4776FFBD,AA4FA83F,Bogota,09B99CB0,Matemáticas,6,50:13.0,33:10.8,5988,213094
874B51C2,64724FB2,San Juan,1066A680,Español,5.8,48:11.1,05:18.3,4611,222934
BF6A956B,88764ACD,New York,61987CF2,Matemáticas,4.8,48:50.3,44:31.0,6010,217035
7CAC5ADC,88764ACD,New York,3FE2CA85,Matemáticas,7.4,02:09.3,08:45.2,2804,224560
B629ABF8,AA4FA83F,Bogota,22A42343,Español,3.4,08:50.3,33:26.9,1430,216435
79A42DBF,AA4FA83F,Bogota,22A42343,Matemáticas,8.8,34:57.1,36:37.6,7010,216621
D55501A8,88764ACD,New York,4F55D542,Matemáticas,6.8,51:28.3,52:07.8,7199,217455
5DED4FBE,88764ACD,New York,D5461E0A,Español,6.2,42:36.1,41:32.2,5539,216860
66614F10,AA4FA83F,Bogota,6F2C41C2,Matemáticas,6.6,27:06.6,58:40.9,11612,225915
4E7C112B,88764ACD,New York,0473C1B5,Matemáticas,5,24:40.7,24:14.3,7115,215960
B0674B1F,AA4FA83F,Bogota,09B99CB0,Español,7.6,02:52.4,54:14.4,6520,220562
6A661367,88764ACD,New York,F6F43129,Matemáticas,5.4,19:34.9,20:56.4,3440,221563
2723F9B5,88764ACD,New York,3FE2CA85,Matemáticas,6.6,05:03.9,36:37.9,5447,213280
6AB1EC3E,88764ACD,New York,B3CCC0BD,Español,2.8,50:36.4,00:48.6,429,214697
ABEB66E5,88764ACD,New York,3FE2CA85,Español,7.6,38:39.9,57:14.4,4386,224272
CCA42FEE,AA4FA83F,Bogota,EF42BB85,Español,7.2,22:27.4,37:52.1,3981,222132
76C6AC64,AA4FA83F,Bogota,EF42BB85,Español,7.4,21:28.8,40:27.4,4567,223859
0DE6FE19,AA4FA83F,Bogota,6F2C41C2,Español,7.2,00:57.7,05:41.9,3421,222944
2129AB2D,AA4FA83F,Bogota,6F2C41C2,Matemáticas,8.8,23:03.9,39:53.9,4594,225348
E3CBB28C,88764ACD,New York,B3CCC0BD,Matemáticas,5.2,49:02.0,48:14.8,7031,217222
014469C4,AA4FA83F,Bogota,22A42343,Español,7,29:48.2,26:57.6,3365,228628
E0EBAFDA,88764ACD,New York,7379CE0E,Matemáticas,6,00:05.0,11:43.1,4278,212223
06AE69B7,64724FB2,San Juan,B7EF7B30,Matemáticas,5.2,15:41.5,35:37.9,4370,225227
F5F19C08,88764ACD,New York,D5461E0A,Matemáticas,2.8,57:02.2,35:02.5,2087,216539
F4F7C045,AA4FA83F,Bogota,6F2C41C2,Matemáticas,8.4,24:25.5,25:48.1,6687,216043
6CE1447E,AA4FA83F,Bogota,09B99CB0,Español,5.8,45:40.4,26:05.3,5458,221753
AC4DA65F,88764ACD,New York,61987CF2,Matemáticas,5.8,54:00.2,54:23.4,7172,214269
D6C67C80,AA4FA83F,Bogota,EF42BB85,Matemáticas,2.4,19:46.3,27:53.9,447,225033
5FEBA65F,AA4FA83F,Bogota,EF42BB85,Matemáticas,8,43:43.7,56:17.8,4296,225818
05F2B089,AA4FA83F,Bogota,09B99CB0,Matemáticas,8.2,49:11.2,41:14.9,5705,219991
