STUDENT,SCHOOL,CITY,GROUP,SUBJECT,SCORE,STARTDATE,ENDDATE,DURATION,ACTIVITYID
2ADDDAE9,AA4FA83F,Bogota,3365BF02,Matemáticas,3.6,41:53.4,00:32.0,1064,224354
2ADDDAE9,AA4FA83F,Bogota,3365BF02,Español,4,15:19.0,41:32.9,5102,223891
88EE7922,AA4FA83F,Bogota,3365BF02,Matemáticas,6,35:15.9,44:36.6,3418,217042
8CBB6346,AA4FA83F,Bogota,3365BF02,Matemáticas,7.6,18:05.2,52:10.9,5540,217458
CEEC238E,AA4FA83F,Bogota,3365BF02,Matemáticas,8.6,44:27.2,54:07.2,6887,228572
88EE7922,AA4FA83F,Bogota,3365BF02,Español,6.8,59:32.6,54:46.5,2995,220585
4C927C1C,AA4FA83F,Bogota,3365BF02,Matemáticas,7.6,05:18.8,40:26.3,6458,225363
FD6F1879,AA4FA83F,Bogota,3365BF02,Matemáticas,4.6,32:39.7,59:01.0,8601,225935
4C927C1C,AA4FA83F,Bogota,3365BF02,Español,9,26:04.6,40:54.1,7983,216830
EBF62BCC,AA4FA83F,Bogota,3365BF02,Matemáticas,3.8,41:55.4,31:17.3,1471,219526
8CBB6346,AA4FA83F,Bogota,3365BF02,Español,5.6,52:44.6,58:27.6,3883,220749
E4D38D63,AA4FA83F,Bogota,3365BF02,Español,7.8,26:31.5,46:35.5,8329,217146
EBF62BCC,AA4FA83F,Bogota,3365BF02,Español,7,36:46.4,40:12.4,3664,216789
E4D38D63,AA4FA83F,Bogota,3365BF02,Matemáticas,6.4,32:40.0,30:13.3,5216,225083
4AA14F91,AA4FA83F,Bogota,3365BF02,Español,7.2,44:11.4,27:38.1,2593,221810
CF409918,AA4FA83F,Bogota,3365BF02,Matemáticas,4.8,56:04.7,42:47.2,5754,220056
4AA14F91,AA4FA83F,Bogota,3365BF02,Matemáticas,5.8,00:01.0,42:25.1,6111,220042
D1F8DF8B,AA4FA83F,Bogota,3365BF02,Matemáticas,4.4,49:46.8,56:45.7,3708,226638
87AB1A21,AA4FA83F,Bogota,3365BF02,Español,7.4,20:34.9,18:49.4,3455,223322
A6606E1E,AA4FA83F,Bogota,3365BF02,Matemáticas,4.2,37:56.3,56:01.5,2786,225808
CF409918,AA4FA83F,Bogota,3365BF02,Español,3.2,43:23.8,13:41.9,1782,221318
87AB1A21,AA4FA83F,Bogota,3365BF02,Matemáticas,9.2,05:24.7,08:07.5,3721,221120
19A30092,AA4FA83F,Bogota,3365BF02,Matemáticas,3,10:58.8,39:26.6,5272,222184
D1F8DF8B,AA4FA83F,Bogota,3365BF02,Español,6.4,03:29.7,35:45.7,5318,216573
B29801E7,AA4FA83F,Bogota,3365BF02,Matemáticas,3.8,21:27.5,19:00.4,4788,224800
D4C959DF,AA4FA83F,Bogota,3365BF02,Matemáticas,NULL,56:58.0,NULL,NULL,NULL
D4C959DF,AA4FA83F,Bogota,3365BF02,Español,NULL,28:10.5,NULL,NULL,NULL
FD6F1879,AA4FA83F,Bogota,3365BF02,Español,5,38:20.4,27:55.0,10122,221821
A6606E1E,AA4FA83F,Bogota,3365BF02,Español,6.2,41:25.7,27:18.1,2726,223532
B29801E7,AA4FA83F,Bogota,3365BF02,Español,4.4,42:16.4,18:25.1,1913,224786
74B540B1,AA4FA83F,Bogota,3365BF02,Matemáticas,3.6,03:05.8,43:56.2,6011,216997
68F17A71,AA4FA83F,Bogota,3365BF02,Matemáticas,6.2,04:34.8,05:34.7,3210,222939
3F1B03BA,AA4FA83F,Bogota,3365BF02,Español,5.8,33:05.4,50:41.5,3486,220407
1EB5C1D5,AA4FA83F,Bogota,3365BF02,Matemáticas,1.8,40:35.0,54:22.6,3543,228484
59661172,AA4FA83F,Bogota,3365BF02,Matemáticas,3.8,06:02.1,23:13.1,5015,224916
2AB5D8A1,AA4FA83F,Bogota,3365BF02,Matemáticas,6.2,57:07.5,26:39.8,7436,228729
BD042A89,AA4FA83F,Bogota,3365BF02,Español,4.6,04:55.1,44:48.3,2259,211668
4A4CD768,AA4FA83F,Bogota,3365BF02,Matemáticas,7,56:20.3,38:04.0,6066,216679
BD042A89,AA4FA83F,Bogota,3365BF02,Matemáticas,2.4,46:20.5,32:52.8,2773,213075
68F17A71,AA4FA83F,Bogota,3365BF02,Español,5.8,07:16.8,06:49.9,6833,222970
2AB5D8A1,AA4FA83F,Bogota,3365BF02,Español,7.2,14:28.9,47:14.6,4966,228760
9357FF77,AA4FA83F,Bogota,3365BF02,Matemáticas,6.8,16:03.3,16:11.4,7014,218749
D63EE48B,AA4FA83F,Bogota,3365BF02,Matemáticas,3.4,32:20.9,40:01.5,3811,216776
19A30092,AA4FA83F,Bogota,3365BF02,Español,3.4,39:59.6,21:10.9,2437,223378
11BE01C2,AA4FA83F,Bogota,3365BF02,Matemáticas,2.4,45:36.1,27:33.2,2465,212808
473740A0,AA4FA83F,Bogota,3365BF02,Español,8.6,34:52.4,10:54.4,7789,218450
74B540B1,AA4FA83F,Bogota,3365BF02,Español,5.8,51:29.2,50:43.2,3479,220410
1.30E+07,AA4FA83F,Bogota,3365BF02,Matemáticas,6.2,02:53.5,23:01.4,4530,226258
A01AC886,AA4FA83F,Bogota,3365BF02,Matemáticas,3,14:03.8,36:24.8,4895,216609
9357FF77,AA4FA83F,Bogota,3365BF02,Español,6.6,17:06.7,02:51.7,6308,222860
3F1B03BA,AA4FA83F,Bogota,3365BF02,Matemáticas,5,08:36.6,37:11.3,1621,225279
D63EE48B,AA4FA83F,Bogota,3365BF02,Español,5,13:06.6,31:14.1,2597,212979
8B320D73,AA4FA83F,Bogota,3365BF02,Español,5.8,36:31.2,41:00.8,3672,223877
59661172,AA4FA83F,Bogota,3365BF02,Español,5.4,05:55.9,05:46.8,7137,218194
473740A0,AA4FA83F,Bogota,3365BF02,Matemáticas,7.6,14:17.2,58:58.6,4852,222759
1EB5C1D5,AA4FA83F,Bogota,3365BF02,Español,5,38:02.0,56:07.9,3510,228485
A01AC886,AA4FA83F,Bogota,3365BF02,Español,6,37:47.1,43:54.1,3810,220108
4E268E37,AA4FA83F,Bogota,3365BF02,Español,5,42:42.5,04:32.6,3017,221014
4A4CD768,AA4FA83F,Bogota,3365BF02,Español,6.8,39:06.1,37:25.7,3472,219807
11BE01C2,AA4FA83F,Bogota,3365BF02,Español,7.4,28:36.1,25:01.6,3350,216006
4E268E37,AA4FA83F,Bogota,3365BF02,Matemáticas,2.2,18:12.3,53:35.5,1798,222636
1.30E+07,AA4FA83F,Bogota,3365BF02,Español,6.2,58:29.1,52:12.3,9696,217460
830BB52A,AA4FA83F,Bogota,4A78DAB3,Matemáticas,6.6,13:24.3,21:50.7,6433,224888
F3A62B08,AA4FA83F,Bogota,4A78DAB3,Español,5,07:35.3,46:44.2,3012,220240
DAA2F6AE,AA4FA83F,Bogota,C1E07C9B,Matemáticas,8.6,38:27.6,20:04.9,5959,224827
59F125B7,AA4FA83F,Bogota,C1E07C9B,Matemáticas,6.8,25:39.3,23:22.5,5930,219111
A2B900A1,AA4FA83F,Bogota,53BCC759,Matemáticas,3.6,01:44.0,53:28.2,3064,211802
0901378B,AA4FA83F,Bogota,32E42349,Español,6.4,09:16.3,49:35.0,8387,222517
58A23284,AA4FA83F,Bogota,C1E07C9B,Matemáticas,9.2,27:33.6,48:14.6,3977,222473
308B2533,AA4FA83F,Bogota,4A78DAB3,Matemáticas,5.6,25:48.8,00:40.6,5673,222805
4A76F174,AA4FA83F,Bogota,4A78DAB3,Español,5,32:13.1,19:46.2,6429,218928
D26F3BAD,AA4FA83F,Bogota,C1E07C9B,Matemáticas,3.8,56:16.8,16:27.8,4770,215561
BEE93270,AA4FA83F,Bogota,3365BF02,Matemáticas,NULL,22:03.2,NULL,NULL,NULL
38867ABE,AA4FA83F,Bogota,32E42349,Español,5.8,11:08.1,00:58.1,6311,220853
6AB2B0DC,AA4FA83F,Bogota,53BCC759,Español,5.2,31:07.2,13:45.0,2523,218592
38CD530F,AA4FA83F,Bogota,53BCC759,Español,5.6,21:44.9,58:58.9,3739,228344
5DBABB3D,AA4FA83F,Bogota,32E42349,Matemáticas,4.8,06:12.6,43:35.0,2177,220096
38CD530F,AA4FA83F,Bogota,53BCC759,Matemáticas,2.6,59:35.4,29:20.3,5198,228406
39FD6212,AA4FA83F,Bogota,4A78DAB3,Español,7,41:46.4,48:13.3,7533,217221
39FD6212,AA4FA83F,Bogota,4A78DAB3,Matemáticas,9,59:40.2,29:34.9,7663,225072
DAA2F6AE,AA4FA83F,Bogota,C1E07C9B,Español,9,52:14.4,49:05.1,6714,217262
23601277,AA4FA83F,Bogota,4A78DAB3,Español,6.4,54:45.2,53:19.3,3424,220523
59F125B7,AA4FA83F,Bogota,C1E07C9B,Español,8.8,50:52.1,21:31.2,5325,212573
401D07F9,AA4FA83F,Bogota,53BCC759,Español,4.6,57:25.2,45:05.0,1794,225482
830BB52A,AA4FA83F,Bogota,4A78DAB3,Español,5.4,45:00.8,08:20.4,4949,228497
592BFB5E,AA4FA83F,Bogota,C1E07C9B,Matemáticas,7.4,56:17.4,23:42.0,8788,215921
AAB02EE5,AA4FA83F,Bogota,32E42349,Matemáticas,8.2,12:36.0,43:52.8,5393,220106
58A23284,AA4FA83F,Bogota,C1E07C9B,Español,9,40:07.5,26:37.3,2713,219268
A31D1A89,AA4FA83F,Bogota,4A78DAB3,Español,6,10:38.4,47:38.0,5771,213852
D259D290,AA4FA83F,Bogota,32E42349,Matemáticas,5.8,38:36.4,38:49.4,3564,216722
D26F3BAD,AA4FA83F,Bogota,C1E07C9B,Español,5.6,24:04.9,30:16.7,3957,219478
592BFB5E,AA4FA83F,Bogota,C1E07C9B,Español,8.4,27:38.4,15:37.0,2809,218705
C8492A18,AA4FA83F,Bogota,3365BF02,Matemáticas,5.4,13:44.8,00:17.4,6210,222795
401D07F9,AA4FA83F,Bogota,53BCC759,Matemáticas,6.2,50:55.4,55:35.5,1864,224240
E2D3291D,AA4FA83F,Bogota,70695089,Matemáticas,5,12:44.3,31:52.4,4696,221949
D4D92B72,AA4FA83F,Bogota,32E42349,Matemáticas,3,26:50.0,02:36.4,12746,220929
1C60DBBA,AA4FA83F,Bogota,4A78DAB3,Matemáticas,4,40:19.9,09:21.4,8527,221172
A31D1A89,AA4FA83F,Bogota,4A78DAB3,Matemáticas,8.8,23:34.0,04:22.9,9568,222895
D4D92B72,AA4FA83F,Bogota,32E42349,Español,3,03:22.7,38:27.4,9161,225306
BCB94D8D,AA4FA83F,Bogota,4A78DAB3,Matemáticas,6.2,27:30.3,45:55.1,3486,220204
A7F3F285,AA4FA83F,Bogota,C1E07C9B,Matemáticas,9,10:50.3,26:48.7,6860,219277
0901378B,AA4FA83F,Bogota,32E42349,Matemáticas,8,50:25.6,13:55.5,4977,224690
308B2533,AA4FA83F,Bogota,4A78DAB3,Español,6.8,33:15.3,24:45.2,6653,219186
BCB94D8D,AA4FA83F,Bogota,4A78DAB3,Español,4.2,46:37.2,42:45.5,3309,222298
1C60DBBA,AA4FA83F,Bogota,4A78DAB3,Español,6.8,12:39.4,56:50.2,6018,224268
A2B900A1,AA4FA83F,Bogota,53BCC759,Español,3,01:07.2,30:30.2,1728,212945
4AC52B03,AA4FA83F,Bogota,4A78DAB3,Español,4.6,47:44.2,37:17.4,3930,222114
4A76F174,AA4FA83F,Bogota,4A78DAB3,Matemáticas,4.8,57:10.5,31:25.5,5580,212997
AAB02EE5,AA4FA83F,Bogota,32E42349,Español,7.6,56:38.3,05:19.8,7605,214985
F3A62B08,AA4FA83F,Bogota,4A78DAB3,Matemáticas,3.6,55:20.3,07:17.1,4236,215082
4AC52B03,AA4FA83F,Bogota,4A78DAB3,Matemáticas,5.2,51:47.5,39:57.2,6207,213439
F4D7D87C,AA4FA83F,Bogota,53BCC759,Matemáticas,2.8,33:40.9,38:29.1,3872,226339
6AB2B0DC,AA4FA83F,Bogota,53BCC759,Matemáticas,3.6,05:58.8,18:28.9,7847,215674
A7F3F285,AA4FA83F,Bogota,C1E07C9B,Español,2.8,05:43.9,27:49.9,1268,225032
5DBABB3D,AA4FA83F,Bogota,32E42349,Español,4.6,13:12.9,06:09.3,3132,212075
38867ABE,AA4FA83F,Bogota,32E42349,Matemáticas,6.2,54:01.2,03:38.6,7692,214869
F4D7D87C,AA4FA83F,Bogota,53BCC759,Español,4.2,23:19.4,32:30.9,4120,225141
DD538739,AA4FA83F,Bogota,32E42349,Matemáticas,2.8,04:43.4,07:06.0,2946,212099
D259D290,AA4FA83F,Bogota,32E42349,Español,6,01:58.4,38:09.1,5730,213350
BEE93270,AA4FA83F,Bogota,3365BF02,Español,NULL,38:25.5,NULL,NULL,NULL
6E997D55,AA4FA83F,Bogota,53BCC759,Español,6,26:27.7,13:06.4,5568,221304
E2D3291D,AA4FA83F,Bogota,70695089,Español,7.8,05:26.6,03:25.0,3447,212003
23601277,AA4FA83F,Bogota,4A78DAB3,Matemáticas,4.6,12:31.2,54:08.8,8241,217567
1A0BA690,AA4FA83F,Bogota,C1E07C9B,Español,9.2,19:46.1,44:46.6,4278,220156
1A0BA690,AA4FA83F,Bogota,C1E07C9B,Matemáticas,8.8,50:51.2,18:48.8,8588,215689
6E997D55,AA4FA83F,Bogota,53BCC759,Matemáticas,6.2,47:28.2,24:37.7,5539,215986
40E191F4,AA4FA83F,Bogota,32E42349,Español,4.6,41:31.2,32:51.8,3051,216420
C39B5FB4,AA4FA83F,Bogota,32E42349,Español,3.2,45:24.8,42:14.2,3352,213570
3AFB42AA,AA4FA83F,Bogota,32E42349,Español,NULL,57:38.6,NULL,NULL,NULL
2E179E33,AA4FA83F,Bogota,C1E07C9B,Español,8.4,51:09.9,04:20.6,4354,221007
0AD8D03D,AA4FA83F,Bogota,53BCC759,Matemáticas,6.8,12:11.8,06:09.2,4717,215030
0589DE7F,AA4FA83F,Bogota,4A78DAB3,Español,3.6,46:37.2,36:17.9,2961,219745
2E179E33,AA4FA83F,Bogota,C1E07C9B,Matemáticas,8.4,44:33.4,29:03.8,6199,216185
2BC385BC,AA4FA83F,Bogota,C1E07C9B,Matemáticas,8,40:18.5,32:47.0,3112,225147
C39B5FB4,AA4FA83F,Bogota,32E42349,Matemáticas,3,42:41.3,15:39.0,1778,215522
CB42DD8E,AA4FA83F,Bogota,4A78DAB3,Español,7,19:58.6,26:07.1,7364,216058
F1AC829A,AA4FA83F,Bogota,32E42349,Español,6.2,30:20.0,38:47.7,4093,219869
DDD631E8,AA4FA83F,Bogota,C1E07C9B,Matemáticas,7.6,28:52.4,30:38.8,5913,225095
4424FECA,AA4FA83F,Bogota,32E42349,Matemáticas,7.4,52:59.6,13:50.7,11836,218598
22D3B24E,AA4FA83F,Bogota,32E42349,Español,4.2,14:21.6,07:10.6,3112,215069
B5C64F3E,AA4FA83F,Bogota,32E42349,Español,5.4,19:59.6,51:18.4,1866,220435
DD538739,AA4FA83F,Bogota,32E42349,Español,4.4,07:40.9,33:11.2,1306,213095
269BE099,AA4FA83F,Bogota,53BCC759,Matemáticas,6.8,33:52.4,34:10.7,3501,222025
DB1B1B39,AA4FA83F,Bogota,C1E07C9B,Matemáticas,7.8,17:33.4,19:07.1,3399,218888
EE746460,AA4FA83F,Bogota,53BCC759,Español,6.6,02:55.9,42:10.1,2321,220034
559AB724,AA4FA83F,Bogota,53BCC759,Matemáticas,5.8,00:39.4,25:09.4,5031,212719
BE9F787E,AA4FA83F,Bogota,C1E07C9B,Español,8.4,58:00.9,00:52.0,3663,220849
512CCB99,AA4FA83F,Bogota,4A78DAB3,Español,2,02:56.9,08:53.5,305,215184
C004D346,AA4FA83F,Bogota,70695089,Español,6,04:56.4,51:37.1,5883,214099
E7FE4EE3,AA4FA83F,Bogota,4A78DAB3,Español,7.2,37:10.7,14:24.3,5757,221342
B6DCD104,AA4FA83F,Bogota,C1E07C9B,Español,5.4,51:41.0,24:09.9,5314,212690
DB1B1B39,AA4FA83F,Bogota,C1E07C9B,Español,6.2,57:39.0,07:43.1,4134,212110
EA067C4D,AA4FA83F,Bogota,53BCC759,Matemáticas,7.6,01:12.2,22:54.8,3487,212630
40E191F4,AA4FA83F,Bogota,32E42349,Matemáticas,4.4,15:14.4,38:29.1,4957,213374
1F69AED0,AA4FA83F,Bogota,4A78DAB3,Matemáticas,6,47:13.0,30:13.4,5947,212931
512CCB99,AA4FA83F,Bogota,4A78DAB3,Matemáticas,1.6,52:52.9,02:12.5,496,214781
5DEA72ED,AA4FA83F,Bogota,32E42349,Español,4.4,04:10.8,33:10.0,8777,225154
8CFF4285,AA4FA83F,Bogota,32E42349,Español,5,03:41.8,08:06.6,3694,212122
8E4AE87C,AA4FA83F,Bogota,4A78DAB3,Matemáticas,6,39:11.4,31:14.4,5892,212980
22D3B24E,AA4FA83F,Bogota,32E42349,Matemáticas,3.6,58:02.2,13:58.3,4393,212291
63B63056,AA4FA83F,Bogota,C1E07C9B,Español,5.2,34:14.2,24:16.8,6556,215962
9754365,AA4FA83F,Bogota,C1E07C9B,Español,4,49:53.9,30:11.3,5902,212928
A577F32E,AA4FA83F,Bogota,C1E07C9B,Matemáticas,7.4,52:21.0,56:14.0,2824,222692
B5C64F3E,AA4FA83F,Bogota,32E42349,Matemáticas,7.4,48:05.7,19:31.7,5453,218913
9BD7B5ED,AA4FA83F,Bogota,4A78DAB3,Matemáticas,3.2,50:10.6,05:18.8,4388,218160
D2051B11,AA4FA83F,Bogota,70695089,Matemáticas,8.2,46:36.8,11:18.0,8502,215295
4F052746,AA4FA83F,Bogota,32E42349,Español,6.6,58:15.5,43:12.6,5866,223927
78A17336,AA4FA83F,Bogota,C1E07C9B,Matemáticas,8.8,33:15.1,20:40.7,2821,223362
4F052746,AA4FA83F,Bogota,32E42349,Matemáticas,7.6,52:24.7,57:13.3,6080,220699
8E4AE87C,AA4FA83F,Bogota,4A78DAB3,Español,9,36:32.2,41:23.0,6902,219999
1F69AED0,AA4FA83F,Bogota,4A78DAB3,Español,7.2,31:29.4,41:47.1,6960,220013
1957E5BB,AA4FA83F,Bogota,53BCC759,Español,5.6,49:16.1,12:27.2,4948,215355
2242C87E,AA4FA83F,Bogota,4A78DAB3,Español,5,57:19.9,21:06.0,4974,212554
AF6E48D7,AA4FA83F,Bogota,C1E07C9B,Español,3.8,46:34.2,36:34.1,2955,222091
367E6DAE,AA4FA83F,Bogota,53BCC759,Matemáticas,6.2,34:47.9,52:35.5,6703,220489
D861BAFB,AA4FA83F,Bogota,C1E07C9B,Matemáticas,8.8,01:43.9,07:31.5,6500,215098
367E6DAE,AA4FA83F,Bogota,53BCC759,Español,6.6,59:50.6,33:50.4,5549,213121
E3169A9E,AA4FA83F,Bogota,53BCC759,Matemáticas,4.4,46:56.2,09:09.4,8419,215196
559AB724,AA4FA83F,Bogota,53BCC759,Español,5.8,42:00.4,45:34.8,3781,217091
8C224EDB,AA4FA83F,Bogota,32E42349,Español,5.6,58:49.7,08:59.7,4148,212149
C004D346,AA4FA83F,Bogota,70695089,Matemáticas,8.8,52:11.0,47:51.2,8496,222458
B5775B69,AA4FA83F,Bogota,53BCC759,Matemáticas,2.4,08:13.7,46:27.9,2248,228664
EA067C4D,AA4FA83F,Bogota,53BCC759,Español,4,09:51.2,38:46.8,1311,216718
F28064C4,AA4FA83F,Bogota,4A78DAB3,Matemáticas,6.6,11:54.1,39:19.6,5187,222179
615BBF66,AA4FA83F,Bogota,C1E07C9B,Español,8,22:45.6,11:56.1,2861,221262
F8F2C7EF,AA4FA83F,Bogota,4A78DAB3,Español,6,50:19.1,47:42.2,6599,220279
A577F32E,AA4FA83F,Bogota,C1E07C9B,Español,7.4,38:38.1,27:31.5,6295,219321
BE9F787E,AA4FA83F,Bogota,C1E07C9B,Matemáticas,8.6,55:47.6,51:57.4,6800,217445
B6DCD104,AA4FA83F,Bogota,C1E07C9B,Matemáticas,8,41:02.5,28:24.4,4647,221838
2242C87E,AA4FA83F,Bogota,4A78DAB3,Matemáticas,7.6,25:10.3,37:04.9,4254,216651
E9BF2EAE,AA4FA83F,Bogota,32E42349,Matemáticas,NULL,00:02.0,NULL,NULL,NULL
D1170281,AA4FA83F,Bogota,C1E07C9B,Español,5,14:24.4,50:49.7,1623,225642
5298A187,AA4FA83F,Bogota,4A78DAB3,Matemáticas,8.4,16:09.2,34:07.3,7842,225189
7370F2A9,AA4FA83F,Bogota,4A78DAB3,Español,4.4,32:30.5,01:42.1,3735,222834
935054B6,AA4FA83F,Bogota,32E42349,Español,8,09:12.2,55:59.1,8973,217677
E7FE4EE3,AA4FA83F,Bogota,4A78DAB3,Matemáticas,9.2,01:02.2,28:24.1,8659,216163
AF6E48D7,AA4FA83F,Bogota,C1E07C9B,Matemáticas,1.8,37:05.2,16:11.9,2298,223243
C8401915,AA4FA83F,Bogota,32E42349,Español,NULL,09:11.9,NULL,NULL,NULL
B63A6655,AA4FA83F,Bogota,53BCC759,Matemáticas,4.2,08:11.9,41:09.8,9102,222245
7370F2A9,AA4FA83F,Bogota,4A78DAB3,Matemáticas,6.2,00:22.6,28:50.0,8253,219398
1A923516,AA4FA83F,Bogota,32E42349,Matemáticas,3.6,04:47.3,36:45.1,8853,216632
4424FECA,AA4FA83F,Bogota,32E42349,Español,5.6,14:32.6,43:14.6,5285,222312
3B960709,AA4FA83F,Bogota,32E42349,Español,6.2,15:07.5,51:01.1,2120,214072
E9BF2EAE,AA4FA83F,Bogota,32E42349,Español,NULL,03:04.6,NULL,NULL,NULL
2EF58103,AA4FA83F,Bogota,4A78DAB3,Matemáticas,8.4,34:34.7,34:17.9,7923,225192
988F9DE9,AA4FA83F,Bogota,70695089,Matemáticas,7.4,03:02.0,05:09.7,6907,226417
F8F2C7EF,AA4FA83F,Bogota,4A78DAB3,Matemáticas,8.4,53:59.6,33:58.0,6931,225183
F804C93A,AA4FA83F,Bogota,4A78DAB3,Matemáticas,2.8,45:44.9,52:38.3,7559,222604
63B63056,AA4FA83F,Bogota,C1E07C9B,Matemáticas,5.4,11:00.1,39:29.1,8394,223825
2EF58103,AA4FA83F,Bogota,4A78DAB3,Español,3.6,14:48.5,12:01.6,3387,218492
D861BAFB,AA4FA83F,Bogota,C1E07C9B,Español,4,08:40.6,55:26.8,2782,217633
78A17336,AA4FA83F,Bogota,C1E07C9B,Español,8.8,04:49.3,13:36.0,6593,221312
4893E814,AA4FA83F,Bogota,32E42349,Español,6,03:10.0,28:16.9,5024,212850
F804C93A,AA4FA83F,Bogota,4A78DAB3,Español,5.6,06:55.8,43:50.8,9371,216990
9BD7B5ED,AA4FA83F,Bogota,4A78DAB3,Español,5.4,50:18.3,46:19.5,3306,213770
7BBCF0D9,AA4FA83F,Bogota,C1E07C9B,Matemáticas,4.2,51:54.5,03:26.1,3680,226089
D2051B11,AA4FA83F,Bogota,70695089,Español,9.2,16:52.5,13:08.9,3361,218558
0589DE7F,AA4FA83F,Bogota,4A78DAB3,Matemáticas,3.4,09:28.5,43:38.6,5557,216980
07E8CD09,AA4FA83F,Bogota,4A78DAB3,Matemáticas,6.6,52:54.4,39:47.1,2617,225344
7EB96963,AA4FA83F,Bogota,C1E07C9B,Español,7.4,17:57.3,37:49.9,4292,219831
C8401915,AA4FA83F,Bogota,32E42349,Matemáticas,NULL,11:34.8,NULL,NULL,NULL
935054B6,AA4FA83F,Bogota,32E42349,Matemáticas,9,57:40.2,21:24.0,4282,221574
07E8CD09,AA4FA83F,Bogota,4A78DAB3,Español,8.2,26:55.1,29:24.9,3709,221862
9754365,AA4FA83F,Bogota,C1E07C9B,Matemáticas,5,30:39.6,33:57.7,3201,216482
1A923516,AA4FA83F,Bogota,32E42349,Español,5.6,37:12.6,25:40.3,6476,221738
615BBF66,AA4FA83F,Bogota,C1E07C9B,Matemáticas,8.4,13:49.2,51:14.7,2226,222563
8CFF4285,AA4FA83F,Bogota,32E42349,Matemáticas,6.8,08:50.0,07:11.2,3303,215072
CB42DD8E,AA4FA83F,Bogota,4A78DAB3,Matemáticas,9,30:15.5,09:24.2,5741,221174
3B960709,AA4FA83F,Bogota,32E42349,Matemáticas,3.2,51:24.4,36:38.5,2049,216625
A27BF8D6,AA4FA83F,Bogota,4A78DAB3,Matemáticas,4.8,28:26.2,17:48.9,6540,221460
7EB96963,AA4FA83F,Bogota,C1E07C9B,Matemáticas,5.6,58:10.1,47:00.3,6458,213819
988F9DE9,AA4FA83F,Bogota,70695089,Español,7,19:13.6,32:44.7,8941,226556
269BE099,AA4FA83F,Bogota,53BCC759,Español,3.8,34:37.7,01:07.2,1540,222812
F1AC829A,AA4FA83F,Bogota,32E42349,Matemáticas,6.2,12:13.0,29:53.3,8216,216225
3AFB42AA,AA4FA83F,Bogota,32E42349,Matemáticas,4.4,02:49.1,48:30.7,4831,213908
5298A187,AA4FA83F,Bogota,4A78DAB3,Español,6.2,52:43.4,23:14.6,5399,219102
E3169A9E,AA4FA83F,Bogota,53BCC759,Español,6.4,09:29.4,02:11.3,6619,220916
7BBCF0D9,AA4FA83F,Bogota,C1E07C9B,Español,7.4,51:35.0,20:03.0,4746,223343
956B5E4B,AA4FA83F,Bogota,C1E07C9B,Español,9,12:50.2,03:49.3,2840,224440
EE746460,AA4FA83F,Bogota,53BCC759,Matemáticas,3.4,17:06.7,02:07.8,6265,217978
2BC385BC,AA4FA83F,Bogota,C1E07C9B,Español,6,30:52.8,24:35.3,3120,223462
B63A6655,AA4FA83F,Bogota,53BCC759,Español,6.6,43:56.6,28:06.5,6158,225035
5DEA72ED,AA4FA83F,Bogota,32E42349,Matemáticas,2.8,24:21.7,02:45.3,13004,220944
1957E5BB,AA4FA83F,Bogota,53BCC759,Matemáticas,6.6,42:56.0,40:05.0,7527,225353
8453C0BC,AA4FA83F,Bogota,53BCC759,Matemáticas,6.6,14:00.4,13:57.8,7104,215453
D1170281,AA4FA83F,Bogota,C1E07C9B,Matemáticas,9.2,57:12.9,58:11.1,9030,217792
956B5E4B,AA4FA83F,Bogota,C1E07C9B,Matemáticas,8.4,52:56.7,12:18.5,4551,223117
F28064C4,AA4FA83F,Bogota,4A78DAB3,Español,6.2,13:19.0,04:21.7,6508,218100
8453C0BC,AA4FA83F,Bogota,53BCC759,Español,6.2,14:19.0,59:34.4,2684,217862
B5775B69,AA4FA83F,Bogota,53BCC759,Español,6,46:53.9,09:27.9,1333,228702
4893E814,AA4FA83F,Bogota,32E42349,Matemáticas,4.2,28:50.8,52:29.9,4493,217478
A27BF8D6,AA4FA83F,Bogota,4A78DAB3,Español,6.6,18:16.6,15:06.3,3372,223203
8C224EDB,AA4FA83F,Bogota,32E42349,Matemáticas,7.8,10:20.9,49:39.9,5923,217296
0AD8D03D,AA4FA83F,Bogota,53BCC759,Español,4,06:35.6,52:51.6,2655,217499
508BECB2,AA4FA83F,Bogota,4A78DAB3,Español,6,11:02.5,48:37.9,5797,213915
F05B2317,AA4FA83F,Bogota,C1E07C9B,Matemáticas,3.6,49:04.8,24:36.5,1560,212695
BA5C4A18,AA4FA83F,Bogota,53BCC759,Matemáticas,5.4,07:42.9,55:30.1,6387,214349
212F9F0A,AA4FA83F,Bogota,09B99CB0,Español,7.4,01:35.3,59:32.4,10589,224329
A4287982,AA4FA83F,Bogota,09B99CB0,Matemáticas,8.6,14:44.7,07:27.9,6696,218279
EDF69078,88764ACD,New York,0473C1B5,Matemáticas,3.8,23:50.4,51:27.7,5172,217416
B1BCE289,AA4FA83F,Bogota,32E42349,Español,9,45:41.2,06:32.0,4768,215052
5B1D22A3,AA4FA83F,Bogota,6F2C41C2,Matemáticas,2.6,13:05.2,51:57.9,5831,217446
A44BCBAE,AA4FA83F,Bogota,32E42349,Matemáticas,7.6,05:14.8,42:54.3,5796,216928
72DCA98B,AA4FA83F,Bogota,32E42349,Matemáticas,2,36:23.0,06:35.1,1775,212087
